trial_id,file_path,label,rejected
129,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_129.csv,right,False
130,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_130.csv,left,False
131,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_131.csv,right,False
132,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_132.csv,left,False
133,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_133.csv,right,False
134,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_134.csv,left,False
135,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_135.csv,left,False
136,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_136.csv,right,False
137,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_137.csv,right,False
138,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_138.csv,right,False
139,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_139.csv,left,False
140,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_140.csv,right,False
141,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_141.csv,left,False
142,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_142.csv,right,False
143,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_143.csv,right,False
144,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_144.csv,right,False
145,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_145.csv,right,False
146,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_146.csv,left,False
147,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_147.csv,left,False
148,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_148.csv,right,False
149,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_149.csv,right,False
150,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_150.csv,right,False
151,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_151.csv,right,False
152,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_152.csv,left,False
153,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_153.csv,right,False
154,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_154.csv,right,False
155,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_155.csv,left,False
156,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_156.csv,left,False
157,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_157.csv,left,False
158,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_158.csv,left,False
159,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_159.csv,left,False
160,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_160.csv,right,False
161,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_161.csv,left,False
162,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_162.csv,left,False
163,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_163.csv,right,False
164,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_164.csv,left,False
165,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_165.csv,right,False
166,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_166.csv,left,False
167,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_167.csv,right,False
168,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_168.csv,right,False
169,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_169.csv,right,False
170,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_170.csv,left,False
171,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_171.csv,left,False
172,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_172.csv,left,False
173,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_173.csv,left,False
174,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_174.csv,right,False
175,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_175.csv,left,False
176,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_176.csv,left,False
177,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_177.csv,right,False
178,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_178.csv,right,False
179,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_179.csv,right,False
180,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_180.csv,left,False
181,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_181.csv,left,False
182,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_182.csv,left,False
183,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_183.csv,right,False
184,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_184.csv,left,False
185,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_185.csv,left,False
186,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_186.csv,right,False
187,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_187.csv,left,False
188,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_188.csv,left,False
189,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_189.csv,right,False
190,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_190.csv,right,False
191,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_191.csv,right,False
192,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_192.csv,right,False
193,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_193.csv,right,False
194,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_194.csv,left,False
195,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_195.csv,right,False
196,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_196.csv,right,False
197,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_197.csv,left,False
198,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_198.csv,left,False
199,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_199.csv,left,False
200,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_200.csv,right,False
201,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_201.csv,left,False
202,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_202.csv,right,False
203,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_203.csv,right,False
204,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_204.csv,right,False
205,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_205.csv,left,False
206,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_206.csv,left,False
207,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_207.csv,right,False
208,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_208.csv,left,False
209,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_209.csv,left,False
210,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_210.csv,left,False
211,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_211.csv,right,False
212,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_212.csv,left,False
213,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_213.csv,right,False
214,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_214.csv,left,False
215,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_215.csv,left,False
216,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_216.csv,right,False
217,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_217.csv,left,False
218,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_218.csv,left,False
219,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_219.csv,left,False
220,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_220.csv,left,False
221,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_221.csv,right,False
222,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_222.csv,right,False
223,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_223.csv,right,False
224,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_224.csv,left,False
225,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_225.csv,left,False
226,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_226.csv,right,False
227,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_227.csv,right,False
228,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_228.csv,right,False
229,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_229.csv,right,False
230,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_230.csv,right,False
231,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_231.csv,left,False
232,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_232.csv,right,False
233,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_233.csv,right,False
234,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_234.csv,left,False
235,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_235.csv,left,False
236,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_236.csv,right,False
237,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_237.csv,left,False
238,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_238.csv,right,False
239,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_239.csv,left,False
240,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_240.csv,left,False
241,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_241.csv,right,False
242,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_242.csv,right,False
243,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_243.csv,left,False
244,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_244.csv,right,False
245,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_245.csv,left,False
246,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_246.csv,left,False
247,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_247.csv,right,False
248,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_248.csv,right,False
249,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_249.csv,right,False
250,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_250.csv,right,False
251,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_251.csv,left,False
252,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_252.csv,right,False
253,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_253.csv,left,False
254,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_254.csv,right,False
255,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_255.csv,right,False
256,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_256.csv,right,False
257,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_257.csv,left,False
258,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_258.csv,left,False
259,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_259.csv,right,False
260,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_260.csv,right,False
261,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_261.csv,left,False
262,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_262.csv,left,False
263,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_263.csv,left,False
264,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_264.csv,left,False
265,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_265.csv,right,False
266,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_266.csv,left,False
267,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_267.csv,left,False
268,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_268.csv,left,False
269,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_269.csv,left,False
270,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_270.csv,right,False
271,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_271.csv,left,False
272,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_272.csv,right,False
273,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_273.csv,right,False
274,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_274.csv,right,False
275,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_275.csv,left,False
276,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_276.csv,right,False
277,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_277.csv,left,False
278,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_278.csv,left,False
279,C:\BCI\cortex-call\notebooks\data\processed\filtered_trials\cellula_MI_data_279.csv,left,False
