trial_id,file_path,label,rejected
34,../data/processed/filtered_trials\cellula_MI_data_34.csv,right,False
35,../data/processed/filtered_trials\cellula_MI_data_35.csv,left,False
36,../data/processed/filtered_trials\cellula_MI_data_36.csv,right,False
37,../data/processed/filtered_trials\cellula_MI_data_37.csv,right,False
38,../data/processed/filtered_trials\cellula_MI_data_38.csv,left,False
39,../data/processed/filtered_trials\cellula_MI_data_39.csv,right,False
40,../data/processed/filtered_trials\cellula_MI_data_40.csv,left,False
41,../data/processed/filtered_trials\cellula_MI_data_41.csv,left,False
42,../data/processed/filtered_trials\cellula_MI_data_42.csv,left,False
43,../data/processed/filtered_trials\cellula_MI_data_43.csv,left,False
44,../data/processed/filtered_trials\cellula_MI_data_44.csv,right,False
45,../data/processed/filtered_trials\cellula_MI_data_45.csv,left,False
46,../data/processed/filtered_trials\cellula_MI_data_46.csv,left,False
47,../data/processed/filtered_trials\cellula_MI_data_47.csv,right,False
48,../data/processed/filtered_trials\cellula_MI_data_48.csv,right,False
49,../data/processed/filtered_trials\cellula_MI_data_49.csv,right,False
50,../data/processed/filtered_trials\cellula_MI_data_50.csv,right,False
51,../data/processed/filtered_trials\cellula_MI_data_51.csv,right,False
52,../data/processed/filtered_trials\cellula_MI_data_52.csv,right,False
53,../data/processed/filtered_trials\cellula_MI_data_53.csv,right,False
54,../data/processed/filtered_trials\cellula_MI_data_54.csv,left,False
55,../data/processed/filtered_trials\cellula_MI_data_55.csv,right,False
56,../data/processed/filtered_trials\cellula_MI_data_56.csv,right,False
57,../data/processed/filtered_trials\cellula_MI_data_57.csv,right,False
58,../data/processed/filtered_trials\cellula_MI_data_58.csv,left,False
59,../data/processed/filtered_trials\cellula_MI_data_59.csv,left,False
60,../data/processed/filtered_trials\cellula_MI_data_60.csv,right,False
61,../data/processed/filtered_trials\cellula_MI_data_61.csv,left,False
62,../data/processed/filtered_trials\cellula_MI_data_62.csv,left,False
63,../data/processed/filtered_trials\cellula_MI_data_63.csv,left,False
64,../data/processed/filtered_trials\cellula_MI_data_64.csv,left,False
65,../data/processed/filtered_trials\cellula_MI_data_65.csv,left,False
66,../data/processed/filtered_trials\cellula_MI_data_66.csv,right,False
67,../data/processed/filtered_trials\cellula_MI_data_67.csv,right,False
68,../data/processed/filtered_trials\cellula_MI_data_68.csv,left,False
69,../data/processed/filtered_trials\cellula_MI_data_69.csv,left,False
70,../data/processed/filtered_trials\cellula_MI_data_70.csv,left,False
71,../data/processed/filtered_trials\cellula_MI_data_71.csv,right,False
72,../data/processed/filtered_trials\cellula_MI_data_72.csv,right,False
73,../data/processed/filtered_trials\cellula_MI_data_73.csv,right,False
74,../data/processed/filtered_trials\cellula_MI_data_74.csv,right,False
75,../data/processed/filtered_trials\cellula_MI_data_75.csv,left,False
76,../data/processed/filtered_trials\cellula_MI_data_76.csv,left,False
77,../data/processed/filtered_trials\cellula_MI_data_77.csv,left,False
78,../data/processed/filtered_trials\cellula_MI_data_78.csv,right,False
79,../data/processed/filtered_trials\cellula_MI_data_79.csv,right,False
80,../data/processed/filtered_trials\cellula_MI_data_80.csv,left,False
81,../data/processed/filtered_trials\cellula_MI_data_81.csv,right,False
82,../data/processed/filtered_trials\cellula_MI_data_82.csv,left,False
83,../data/processed/filtered_trials\cellula_MI_data_83.csv,left,False
84,../data/processed/filtered_trials\cellula_MI_data_84.csv,left,False
85,../data/processed/filtered_trials\cellula_MI_data_85.csv,right,False
86,../data/processed/filtered_trials\cellula_MI_data_86.csv,right,False
87,../data/processed/filtered_trials\cellula_MI_data_87.csv,left,False
88,../data/processed/filtered_trials\cellula_MI_data_88.csv,right,False
89,../data/processed/filtered_trials\cellula_MI_data_89.csv,right,False
90,../data/processed/filtered_trials\cellula_MI_data_90.csv,right,False
91,../data/processed/filtered_trials\cellula_MI_data_91.csv,left,False
92,../data/processed/filtered_trials\cellula_MI_data_92.csv,left,False
93,../data/processed/filtered_trials\cellula_MI_data_93.csv,right,False
94,../data/processed/filtered_trials\cellula_MI_data_94.csv,right,False
95,../data/processed/filtered_trials\cellula_MI_data_95.csv,right,False
96,../data/processed/filtered_trials\cellula_MI_data_96.csv,right,False
97,../data/processed/filtered_trials\cellula_MI_data_97.csv,left,False
98,../data/processed/filtered_trials\cellula_MI_data_98.csv,left,False
99,../data/processed/filtered_trials\cellula_MI_data_99.csv,right,False
100,../data/processed/filtered_trials\cellula_MI_data_100.csv,left,False
101,../data/processed/filtered_trials\cellula_MI_data_101.csv,left,False
102,../data/processed/filtered_trials\cellula_MI_data_102.csv,right,False
103,../data/processed/filtered_trials\cellula_MI_data_103.csv,left,False
104,../data/processed/filtered_trials\cellula_MI_data_104.csv,right,False
105,../data/processed/filtered_trials\cellula_MI_data_105.csv,left,False
106,../data/processed/filtered_trials\cellula_MI_data_106.csv,left,False
107,../data/processed/filtered_trials\cellula_MI_data_107.csv,right,False
108,../data/processed/filtered_trials\cellula_MI_data_108.csv,left,False
109,../data/processed/filtered_trials\cellula_MI_data_109.csv,right,False
110,../data/processed/filtered_trials\cellula_MI_data_110.csv,right,False
111,../data/processed/filtered_trials\cellula_MI_data_111.csv,left,False
112,../data/processed/filtered_trials\cellula_MI_data_112.csv,left,False
113,../data/processed/filtered_trials\cellula_MI_data_113.csv,right,False
114,../data/processed/filtered_trials\cellula_MI_data_114.csv,left,False
115,../data/processed/filtered_trials\cellula_MI_data_115.csv,left,False
116,../data/processed/filtered_trials\cellula_MI_data_116.csv,left,False
117,../data/processed/filtered_trials\cellula_MI_data_117.csv,left,False
118,../data/processed/filtered_trials\cellula_MI_data_118.csv,right,False
119,../data/processed/filtered_trials\cellula_MI_data_119.csv,left,False
120,../data/processed/filtered_trials\cellula_MI_data_120.csv,left,False
121,../data/processed/filtered_trials\cellula_MI_data_121.csv,left,False
122,../data/processed/filtered_trials\cellula_MI_data_122.csv,right,False
123,../data/processed/filtered_trials\cellula_MI_data_123.csv,left,False
124,../data/processed/filtered_trials\cellula_MI_data_124.csv,left,False
125,../data/processed/filtered_trials\cellula_MI_data_125.csv,left,False
126,../data/processed/filtered_trials\cellula_MI_data_126.csv,left,False
127,../data/processed/filtered_trials\cellula_MI_data_127.csv,right,False
128,../data/processed/filtered_trials\cellula_MI_data_128.csv,right,False
129,../data/processed/filtered_trials\cellula_MI_data_129.csv,right,False
130,../data/processed/filtered_trials\cellula_MI_data_130.csv,left,False
131,../data/processed/filtered_trials\cellula_MI_data_131.csv,right,False
132,../data/processed/filtered_trials\cellula_MI_data_132.csv,left,False
133,../data/processed/filtered_trials\cellula_MI_data_133.csv,right,False
134,../data/processed/filtered_trials\cellula_MI_data_134.csv,left,False
135,../data/processed/filtered_trials\cellula_MI_data_135.csv,left,False
136,../data/processed/filtered_trials\cellula_MI_data_136.csv,right,False
137,../data/processed/filtered_trials\cellula_MI_data_137.csv,right,False
138,../data/processed/filtered_trials\cellula_MI_data_138.csv,right,False
139,../data/processed/filtered_trials\cellula_MI_data_139.csv,left,False
140,../data/processed/filtered_trials\cellula_MI_data_140.csv,right,False
141,../data/processed/filtered_trials\cellula_MI_data_141.csv,left,False
142,../data/processed/filtered_trials\cellula_MI_data_142.csv,right,False
143,../data/processed/filtered_trials\cellula_MI_data_143.csv,right,False
144,../data/processed/filtered_trials\cellula_MI_data_144.csv,right,False
145,../data/processed/filtered_trials\cellula_MI_data_145.csv,right,False
146,../data/processed/filtered_trials\cellula_MI_data_146.csv,left,False
147,../data/processed/filtered_trials\cellula_MI_data_147.csv,left,False
148,../data/processed/filtered_trials\cellula_MI_data_148.csv,right,False
149,../data/processed/filtered_trials\cellula_MI_data_149.csv,right,False
150,../data/processed/filtered_trials\cellula_MI_data_150.csv,right,False
151,../data/processed/filtered_trials\cellula_MI_data_151.csv,right,False
152,../data/processed/filtered_trials\cellula_MI_data_152.csv,left,False
153,../data/processed/filtered_trials\cellula_MI_data_153.csv,right,False
154,../data/processed/filtered_trials\cellula_MI_data_154.csv,right,False
155,../data/processed/filtered_trials\cellula_MI_data_155.csv,left,False
156,../data/processed/filtered_trials\cellula_MI_data_156.csv,left,False
157,../data/processed/filtered_trials\cellula_MI_data_157.csv,left,False
158,../data/processed/filtered_trials\cellula_MI_data_158.csv,left,False
159,../data/processed/filtered_trials\cellula_MI_data_159.csv,left,False
160,../data/processed/filtered_trials\cellula_MI_data_160.csv,right,False
161,../data/processed/filtered_trials\cellula_MI_data_161.csv,left,False
162,../data/processed/filtered_trials\cellula_MI_data_162.csv,left,False
163,../data/processed/filtered_trials\cellula_MI_data_163.csv,right,False
164,../data/processed/filtered_trials\cellula_MI_data_164.csv,left,False
165,../data/processed/filtered_trials\cellula_MI_data_165.csv,right,False
166,../data/processed/filtered_trials\cellula_MI_data_166.csv,left,False
167,../data/processed/filtered_trials\cellula_MI_data_167.csv,right,False
168,../data/processed/filtered_trials\cellula_MI_data_168.csv,right,False
169,../data/processed/filtered_trials\cellula_MI_data_169.csv,right,False
170,../data/processed/filtered_trials\cellula_MI_data_170.csv,left,False
171,../data/processed/filtered_trials\cellula_MI_data_171.csv,left,False
172,../data/processed/filtered_trials\cellula_MI_data_172.csv,left,False
173,../data/processed/filtered_trials\cellula_MI_data_173.csv,left,False
174,../data/processed/filtered_trials\cellula_MI_data_174.csv,right,False
175,../data/processed/filtered_trials\cellula_MI_data_175.csv,left,False
176,../data/processed/filtered_trials\cellula_MI_data_176.csv,left,False
177,../data/processed/filtered_trials\cellula_MI_data_177.csv,right,False
178,../data/processed/filtered_trials\cellula_MI_data_178.csv,right,False
179,../data/processed/filtered_trials\cellula_MI_data_179.csv,right,False
180,../data/processed/filtered_trials\cellula_MI_data_180.csv,left,False
181,../data/processed/filtered_trials\cellula_MI_data_181.csv,left,False
182,../data/processed/filtered_trials\cellula_MI_data_182.csv,left,False
183,../data/processed/filtered_trials\cellula_MI_data_183.csv,right,False
184,../data/processed/filtered_trials\cellula_MI_data_184.csv,left,False
185,../data/processed/filtered_trials\cellula_MI_data_185.csv,left,False
186,../data/processed/filtered_trials\cellula_MI_data_186.csv,right,False
187,../data/processed/filtered_trials\cellula_MI_data_187.csv,left,False
188,../data/processed/filtered_trials\cellula_MI_data_188.csv,left,False
189,../data/processed/filtered_trials\cellula_MI_data_189.csv,right,False
190,../data/processed/filtered_trials\cellula_MI_data_190.csv,right,False
191,../data/processed/filtered_trials\cellula_MI_data_191.csv,right,False
192,../data/processed/filtered_trials\cellula_MI_data_192.csv,right,False
193,../data/processed/filtered_trials\cellula_MI_data_193.csv,right,False
194,../data/processed/filtered_trials\cellula_MI_data_194.csv,left,False
195,../data/processed/filtered_trials\cellula_MI_data_195.csv,right,False
196,../data/processed/filtered_trials\cellula_MI_data_196.csv,right,False
197,../data/processed/filtered_trials\cellula_MI_data_197.csv,left,False
198,../data/processed/filtered_trials\cellula_MI_data_198.csv,left,False
199,../data/processed/filtered_trials\cellula_MI_data_199.csv,left,False
200,../data/processed/filtered_trials\cellula_MI_data_200.csv,right,False
201,../data/processed/filtered_trials\cellula_MI_data_201.csv,left,False
202,../data/processed/filtered_trials\cellula_MI_data_202.csv,right,False
203,../data/processed/filtered_trials\cellula_MI_data_203.csv,right,False
204,../data/processed/filtered_trials\cellula_MI_data_204.csv,right,False
205,../data/processed/filtered_trials\cellula_MI_data_205.csv,left,False
206,../data/processed/filtered_trials\cellula_MI_data_206.csv,left,False
207,../data/processed/filtered_trials\cellula_MI_data_207.csv,right,False
208,../data/processed/filtered_trials\cellula_MI_data_208.csv,left,False
209,../data/processed/filtered_trials\cellula_MI_data_209.csv,left,False
210,../data/processed/filtered_trials\cellula_MI_data_210.csv,left,False
211,../data/processed/filtered_trials\cellula_MI_data_211.csv,right,False
212,../data/processed/filtered_trials\cellula_MI_data_212.csv,left,False
213,../data/processed/filtered_trials\cellula_MI_data_213.csv,right,False
214,../data/processed/filtered_trials\cellula_MI_data_214.csv,left,False
215,../data/processed/filtered_trials\cellula_MI_data_215.csv,left,False
216,../data/processed/filtered_trials\cellula_MI_data_216.csv,right,False
217,../data/processed/filtered_trials\cellula_MI_data_217.csv,left,False
218,../data/processed/filtered_trials\cellula_MI_data_218.csv,left,False
219,../data/processed/filtered_trials\cellula_MI_data_219.csv,left,False
220,../data/processed/filtered_trials\cellula_MI_data_220.csv,left,False
221,../data/processed/filtered_trials\cellula_MI_data_221.csv,right,False
222,../data/processed/filtered_trials\cellula_MI_data_222.csv,right,False
223,../data/processed/filtered_trials\cellula_MI_data_223.csv,right,False
224,../data/processed/filtered_trials\cellula_MI_data_224.csv,left,False
225,../data/processed/filtered_trials\cellula_MI_data_225.csv,left,False
226,../data/processed/filtered_trials\cellula_MI_data_226.csv,right,False
227,../data/processed/filtered_trials\cellula_MI_data_227.csv,right,False
228,../data/processed/filtered_trials\cellula_MI_data_228.csv,right,False
229,../data/processed/filtered_trials\cellula_MI_data_229.csv,right,False
230,../data/processed/filtered_trials\cellula_MI_data_230.csv,right,False
231,../data/processed/filtered_trials\cellula_MI_data_231.csv,left,False
232,../data/processed/filtered_trials\cellula_MI_data_232.csv,right,False
233,../data/processed/filtered_trials\cellula_MI_data_233.csv,right,False
234,../data/processed/filtered_trials\cellula_MI_data_234.csv,left,False
235,../data/processed/filtered_trials\cellula_MI_data_235.csv,left,False
236,../data/processed/filtered_trials\cellula_MI_data_236.csv,right,False
237,../data/processed/filtered_trials\cellula_MI_data_237.csv,left,False
238,../data/processed/filtered_trials\cellula_MI_data_238.csv,right,False
239,../data/processed/filtered_trials\cellula_MI_data_239.csv,left,False
240,../data/processed/filtered_trials\cellula_MI_data_240.csv,left,False
241,../data/processed/filtered_trials\cellula_MI_data_241.csv,right,False
242,../data/processed/filtered_trials\cellula_MI_data_242.csv,right,False
243,../data/processed/filtered_trials\cellula_MI_data_243.csv,left,False
244,../data/processed/filtered_trials\cellula_MI_data_244.csv,right,False
245,../data/processed/filtered_trials\cellula_MI_data_245.csv,left,False
246,../data/processed/filtered_trials\cellula_MI_data_246.csv,left,False
247,../data/processed/filtered_trials\cellula_MI_data_247.csv,right,False
248,../data/processed/filtered_trials\cellula_MI_data_248.csv,right,False
249,../data/processed/filtered_trials\cellula_MI_data_249.csv,right,False
250,../data/processed/filtered_trials\cellula_MI_data_250.csv,right,False
251,../data/processed/filtered_trials\cellula_MI_data_251.csv,left,False
252,../data/processed/filtered_trials\cellula_MI_data_252.csv,right,False
253,../data/processed/filtered_trials\cellula_MI_data_253.csv,left,False
254,../data/processed/filtered_trials\cellula_MI_data_254.csv,right,False
255,../data/processed/filtered_trials\cellula_MI_data_255.csv,right,False
256,../data/processed/filtered_trials\cellula_MI_data_256.csv,right,False
257,../data/processed/filtered_trials\cellula_MI_data_257.csv,left,False
258,../data/processed/filtered_trials\cellula_MI_data_258.csv,left,False
259,../data/processed/filtered_trials\cellula_MI_data_259.csv,right,False
260,../data/processed/filtered_trials\cellula_MI_data_260.csv,right,False
261,../data/processed/filtered_trials\cellula_MI_data_261.csv,left,False
262,../data/processed/filtered_trials\cellula_MI_data_262.csv,left,False
263,../data/processed/filtered_trials\cellula_MI_data_263.csv,left,False
264,../data/processed/filtered_trials\cellula_MI_data_264.csv,left,False
265,../data/processed/filtered_trials\cellula_MI_data_265.csv,right,False
266,../data/processed/filtered_trials\cellula_MI_data_266.csv,left,False
267,../data/processed/filtered_trials\cellula_MI_data_267.csv,left,False
268,../data/processed/filtered_trials\cellula_MI_data_268.csv,left,False
269,../data/processed/filtered_trials\cellula_MI_data_269.csv,left,False
270,../data/processed/filtered_trials\cellula_MI_data_270.csv,right,False
271,../data/processed/filtered_trials\cellula_MI_data_271.csv,left,False
272,../data/processed/filtered_trials\cellula_MI_data_272.csv,right,False
273,../data/processed/filtered_trials\cellula_MI_data_273.csv,right,False
274,../data/processed/filtered_trials\cellula_MI_data_274.csv,right,False
275,../data/processed/filtered_trials\cellula_MI_data_275.csv,left,False
276,../data/processed/filtered_trials\cellula_MI_data_276.csv,right,False
277,../data/processed/filtered_trials\cellula_MI_data_277.csv,left,False
278,../data/processed/filtered_trials\cellula_MI_data_278.csv,left,False
279,../data/processed/filtered_trials\cellula_MI_data_279.csv,left,False
280,../data/processed/filtered_trials\cellula_MI_data_280.csv,left,False
281,../data/processed/filtered_trials\cellula_MI_data_281.csv,left,False
282,../data/processed/filtered_trials\cellula_MI_data_282.csv,right,False
283,../data/processed/filtered_trials\cellula_MI_data_283.csv,right,False
284,../data/processed/filtered_trials\cellula_MI_data_284.csv,right,False
285,../data/processed/filtered_trials\cellula_MI_data_285.csv,right,False
286,../data/processed/filtered_trials\cellula_MI_data_286.csv,right,False
287,../data/processed/filtered_trials\cellula_MI_data_287.csv,right,False
288,../data/processed/filtered_trials\cellula_MI_data_288.csv,right,False
289,../data/processed/filtered_trials\cellula_MI_data_289.csv,left,False
290,../data/processed/filtered_trials\cellula_MI_data_290.csv,left,False
291,../data/processed/filtered_trials\cellula_MI_data_291.csv,right,False
292,../data/processed/filtered_trials\cellula_MI_data_292.csv,left,False
293,../data/processed/filtered_trials\cellula_MI_data_293.csv,left,False
294,../data/processed/filtered_trials\cellula_MI_data_294.csv,right,False
295,../data/processed/filtered_trials\cellula_MI_data_295.csv,right,False
296,../data/processed/filtered_trials\cellula_MI_data_296.csv,left,False
297,../data/processed/filtered_trials\cellula_MI_data_297.csv,left,False
298,../data/processed/filtered_trials\cellula_MI_data_298.csv,left,False
299,../data/processed/filtered_trials\cellula_MI_data_299.csv,right,False
300,../data/processed/filtered_trials\cellula_MI_data_300.csv,right,False
301,../data/processed/filtered_trials\cellula_MI_data_301.csv,right,False
302,../data/processed/filtered_trials\cellula_MI_data_302.csv,right,False
303,../data/processed/filtered_trials\cellula_MI_data_303.csv,right,False
304,../data/processed/filtered_trials\cellula_MI_data_304.csv,left,False
305,../data/processed/filtered_trials\cellula_MI_data_305.csv,right,False
306,../data/processed/filtered_trials\cellula_MI_data_306.csv,left,False
307,../data/processed/filtered_trials\cellula_MI_data_307.csv,right,False
308,../data/processed/filtered_trials\cellula_MI_data_308.csv,right,False
309,../data/processed/filtered_trials\cellula_MI_data_309.csv,right,False
310,../data/processed/filtered_trials\cellula_MI_data_310.csv,left,False
311,../data/processed/filtered_trials\cellula_MI_data_311.csv,right,False
312,../data/processed/filtered_trials\cellula_MI_data_312.csv,left,False
313,../data/processed/filtered_trials\cellula_MI_data_313.csv,right,False
314,../data/processed/filtered_trials\cellula_MI_data_314.csv,left,False
315,../data/processed/filtered_trials\cellula_MI_data_315.csv,left,False
316,../data/processed/filtered_trials\cellula_MI_data_316.csv,left,False
317,../data/processed/filtered_trials\cellula_MI_data_317.csv,left,False
318,../data/processed/filtered_trials\cellula_MI_data_318.csv,left,False
319,../data/processed/filtered_trials\cellula_MI_data_319.csv,right,False
320,../data/processed/filtered_trials\cellula_MI_data_320.csv,left,False
321,../data/processed/filtered_trials\cellula_MI_data_321.csv,right,False
322,../data/processed/filtered_trials\cellula_MI_data_322.csv,left,False
323,../data/processed/filtered_trials\cellula_MI_data_323.csv,right,False
324,../data/processed/filtered_trials\cellula_MI_data_324.csv,left,False
325,../data/processed/filtered_trials\cellula_MI_data_325.csv,right,False
326,../data/processed/filtered_trials\cellula_MI_data_326.csv,right,False
327,../data/processed/filtered_trials\cellula_MI_data_327.csv,left,False
328,../data/processed/filtered_trials\cellula_MI_data_328.csv,right,False
329,../data/processed/filtered_trials\cellula_MI_data_329.csv,right,False
330,../data/processed/filtered_trials\cellula_MI_data_330.csv,left,False
331,../data/processed/filtered_trials\cellula_MI_data_331.csv,right,False
332,../data/processed/filtered_trials\cellula_MI_data_332.csv,left,False
333,../data/processed/filtered_trials\cellula_MI_data_333.csv,right,False
334,../data/processed/filtered_trials\cellula_MI_data_334.csv,left,False
335,../data/processed/filtered_trials\cellula_MI_data_335.csv,left,False
336,../data/processed/filtered_trials\cellula_MI_data_336.csv,left,False
337,../data/processed/filtered_trials\cellula_MI_data_337.csv,left,False
338,../data/processed/filtered_trials\cellula_MI_data_338.csv,left,False
339,../data/processed/filtered_trials\cellula_MI_data_339.csv,left,False
340,../data/processed/filtered_trials\cellula_MI_data_340.csv,left,False
341,../data/processed/filtered_trials\cellula_MI_data_341.csv,right,False
342,../data/processed/filtered_trials\cellula_MI_data_342.csv,left,False
343,../data/processed/filtered_trials\cellula_MI_data_343.csv,left,False
344,../data/processed/filtered_trials\cellula_MI_data_344.csv,left,False
345,../data/processed/filtered_trials\cellula_MI_data_345.csv,right,False
346,../data/processed/filtered_trials\cellula_MI_data_346.csv,right,False
347,../data/processed/filtered_trials\cellula_MI_data_347.csv,left,False
348,../data/processed/filtered_trials\cellula_MI_data_348.csv,right,False
349,../data/processed/filtered_trials\cellula_MI_data_349.csv,right,False
350,../data/processed/filtered_trials\cellula_MI_data_350.csv,left,False
351,../data/processed/filtered_trials\cellula_MI_data_351.csv,right,False
352,../data/processed/filtered_trials\cellula_MI_data_352.csv,right,False
353,../data/processed/filtered_trials\cellula_MI_data_353.csv,right,False
354,../data/processed/filtered_trials\cellula_MI_data_354.csv,right,False
355,../data/processed/filtered_trials\cellula_MI_data_355.csv,right,False
356,../data/processed/filtered_trials\cellula_MI_data_356.csv,left,False
357,../data/processed/filtered_trials\cellula_MI_data_357.csv,left,False
358,../data/processed/filtered_trials\cellula_MI_data_358.csv,right,False
359,../data/processed/filtered_trials\cellula_MI_data_359.csv,left,False
360,../data/processed/filtered_trials\cellula_MI_data_360.csv,left,False
361,../data/processed/filtered_trials\cellula_MI_data_361.csv,left,False
362,../data/processed/filtered_trials\cellula_MI_data_362.csv,left,False
363,../data/processed/filtered_trials\cellula_MI_data_363.csv,left,False
364,../data/processed/filtered_trials\cellula_MI_data_364.csv,right,False
365,../data/processed/filtered_trials\cellula_MI_data_365.csv,left,False
366,../data/processed/filtered_trials\cellula_MI_data_366.csv,left,False
367,../data/processed/filtered_trials\cellula_MI_data_367.csv,right,False
368,../data/processed/filtered_trials\cellula_MI_data_368.csv,right,False
369,../data/processed/filtered_trials\cellula_MI_data_369.csv,right,False
370,../data/processed/filtered_trials\cellula_MI_data_370.csv,right,False
371,../data/processed/filtered_trials\cellula_MI_data_371.csv,left,False
372,../data/processed/filtered_trials\cellula_MI_data_372.csv,right,False
373,../data/processed/filtered_trials\cellula_MI_data_373.csv,right,False
374,../data/processed/filtered_trials\cellula_MI_data_374.csv,left,False
375,../data/processed/filtered_trials\cellula_MI_data_375.csv,left,False
376,../data/processed/filtered_trials\cellula_MI_data_376.csv,left,False
377,../data/processed/filtered_trials\cellula_MI_data_377.csv,left,False
378,../data/processed/filtered_trials\cellula_MI_data_378.csv,left,False
379,../data/processed/filtered_trials\cellula_MI_data_379.csv,left,False
380,../data/processed/filtered_trials\cellula_MI_data_380.csv,right,False
381,../data/processed/filtered_trials\cellula_MI_data_381.csv,left,False
382,../data/processed/filtered_trials\cellula_MI_data_382.csv,left,False
383,../data/processed/filtered_trials\cellula_MI_data_383.csv,left,False
384,../data/processed/filtered_trials\cellula_MI_data_384.csv,right,False
385,../data/processed/filtered_trials\cellula_MI_data_385.csv,left,False
386,../data/processed/filtered_trials\cellula_MI_data_386.csv,left,False
387,../data/processed/filtered_trials\cellula_MI_data_387.csv,left,False
388,../data/processed/filtered_trials\cellula_MI_data_388.csv,right,False
389,../data/processed/filtered_trials\cellula_MI_data_389.csv,right,False
390,../data/processed/filtered_trials\cellula_MI_data_390.csv,right,False
391,../data/processed/filtered_trials\cellula_MI_data_391.csv,right,False
392,../data/processed/filtered_trials\cellula_MI_data_392.csv,right,False
393,../data/processed/filtered_trials\cellula_MI_data_393.csv,left,False
394,../data/processed/filtered_trials\cellula_MI_data_394.csv,left,False
395,../data/processed/filtered_trials\cellula_MI_data_395.csv,left,False
396,../data/processed/filtered_trials\cellula_MI_data_396.csv,left,False
397,../data/processed/filtered_trials\cellula_MI_data_397.csv,left,False
398,../data/processed/filtered_trials\cellula_MI_data_398.csv,right,False
399,../data/processed/filtered_trials\cellula_MI_data_399.csv,right,False
400,../data/processed/filtered_trials\cellula_MI_data_400.csv,right,False
401,../data/processed/filtered_trials\cellula_MI_data_401.csv,left,False
402,../data/processed/filtered_trials\cellula_MI_data_402.csv,right,False
403,../data/processed/filtered_trials\cellula_MI_data_403.csv,right,False
404,../data/processed/filtered_trials\cellula_MI_data_404.csv,left,False
405,../data/processed/filtered_trials\cellula_MI_data_405.csv,left,False
406,../data/processed/filtered_trials\cellula_MI_data_406.csv,left,False
407,../data/processed/filtered_trials\cellula_MI_data_407.csv,right,False
408,../data/processed/filtered_trials\cellula_MI_data_408.csv,right,False
409,../data/processed/filtered_trials\cellula_MI_data_409.csv,left,False
410,../data/processed/filtered_trials\cellula_MI_data_410.csv,left,False
411,../data/processed/filtered_trials\cellula_MI_data_411.csv,left,False
412,../data/processed/filtered_trials\cellula_MI_data_412.csv,left,False
413,../data/processed/filtered_trials\cellula_MI_data_413.csv,right,False
414,../data/processed/filtered_trials\cellula_MI_data_414.csv,left,False
415,../data/processed/filtered_trials\cellula_MI_data_415.csv,left,False
416,../data/processed/filtered_trials\cellula_MI_data_416.csv,right,False
417,../data/processed/filtered_trials\cellula_MI_data_417.csv,left,False
418,../data/processed/filtered_trials\cellula_MI_data_418.csv,left,False
419,../data/processed/filtered_trials\cellula_MI_data_419.csv,left,False
420,../data/processed/filtered_trials\cellula_MI_data_420.csv,right,False
421,../data/processed/filtered_trials\cellula_MI_data_421.csv,right,False
422,../data/processed/filtered_trials\cellula_MI_data_422.csv,left,False
423,../data/processed/filtered_trials\cellula_MI_data_423.csv,left,False
