trial_id,file_path,label
213,../data/processed/rereferenced_trials\cellula_MI_data_213.csv,right
214,../data/processed/rereferenced_trials\cellula_MI_data_214.csv,left
215,../data/processed/rereferenced_trials\cellula_MI_data_215.csv,left
216,../data/processed/rereferenced_trials\cellula_MI_data_216.csv,right
217,../data/processed/rereferenced_trials\cellula_MI_data_217.csv,left
218,../data/processed/rereferenced_trials\cellula_MI_data_218.csv,left
219,../data/processed/rereferenced_trials\cellula_MI_data_219.csv,left
220,../data/processed/rereferenced_trials\cellula_MI_data_220.csv,left
221,../data/processed/rereferenced_trials\cellula_MI_data_221.csv,right
222,../data/processed/rereferenced_trials\cellula_MI_data_222.csv,right
223,../data/processed/rereferenced_trials\cellula_MI_data_223.csv,right
224,../data/processed/rereferenced_trials\cellula_MI_data_224.csv,left
225,../data/processed/rereferenced_trials\cellula_MI_data_225.csv,left
226,../data/processed/rereferenced_trials\cellula_MI_data_226.csv,right
227,../data/processed/rereferenced_trials\cellula_MI_data_227.csv,right
228,../data/processed/rereferenced_trials\cellula_MI_data_228.csv,right
229,../data/processed/rereferenced_trials\cellula_MI_data_229.csv,right
230,../data/processed/rereferenced_trials\cellula_MI_data_230.csv,right
231,../data/processed/rereferenced_trials\cellula_MI_data_231.csv,left
232,../data/processed/rereferenced_trials\cellula_MI_data_232.csv,right
233,../data/processed/rereferenced_trials\cellula_MI_data_233.csv,right
234,../data/processed/rereferenced_trials\cellula_MI_data_234.csv,left
235,../data/processed/rereferenced_trials\cellula_MI_data_235.csv,left
236,../data/processed/rereferenced_trials\cellula_MI_data_236.csv,right
237,../data/processed/rereferenced_trials\cellula_MI_data_237.csv,left
238,../data/processed/rereferenced_trials\cellula_MI_data_238.csv,right
239,../data/processed/rereferenced_trials\cellula_MI_data_239.csv,left
240,../data/processed/rereferenced_trials\cellula_MI_data_240.csv,left
241,../data/processed/rereferenced_trials\cellula_MI_data_241.csv,right
242,../data/processed/rereferenced_trials\cellula_MI_data_242.csv,right
243,../data/processed/rereferenced_trials\cellula_MI_data_243.csv,left
244,../data/processed/rereferenced_trials\cellula_MI_data_244.csv,right
245,../data/processed/rereferenced_trials\cellula_MI_data_245.csv,left
246,../data/processed/rereferenced_trials\cellula_MI_data_246.csv,left
247,../data/processed/rereferenced_trials\cellula_MI_data_247.csv,right
248,../data/processed/rereferenced_trials\cellula_MI_data_248.csv,right
249,../data/processed/rereferenced_trials\cellula_MI_data_249.csv,right
250,../data/processed/rereferenced_trials\cellula_MI_data_250.csv,right
251,../data/processed/rereferenced_trials\cellula_MI_data_251.csv,left
252,../data/processed/rereferenced_trials\cellula_MI_data_252.csv,right
253,../data/processed/rereferenced_trials\cellula_MI_data_253.csv,left
254,../data/processed/rereferenced_trials\cellula_MI_data_254.csv,right
255,../data/processed/rereferenced_trials\cellula_MI_data_255.csv,right
256,../data/processed/rereferenced_trials\cellula_MI_data_256.csv,right
257,../data/processed/rereferenced_trials\cellula_MI_data_257.csv,left
258,../data/processed/rereferenced_trials\cellula_MI_data_258.csv,left
259,../data/processed/rereferenced_trials\cellula_MI_data_259.csv,right
260,../data/processed/rereferenced_trials\cellula_MI_data_260.csv,right
261,../data/processed/rereferenced_trials\cellula_MI_data_261.csv,left
262,../data/processed/rereferenced_trials\cellula_MI_data_262.csv,left
263,../data/processed/rereferenced_trials\cellula_MI_data_263.csv,left
264,../data/processed/rereferenced_trials\cellula_MI_data_264.csv,left
265,../data/processed/rereferenced_trials\cellula_MI_data_265.csv,right
266,../data/processed/rereferenced_trials\cellula_MI_data_266.csv,left
267,../data/processed/rereferenced_trials\cellula_MI_data_267.csv,left
268,../data/processed/rereferenced_trials\cellula_MI_data_268.csv,left
269,../data/processed/rereferenced_trials\cellula_MI_data_269.csv,left
270,../data/processed/rereferenced_trials\cellula_MI_data_270.csv,right
271,../data/processed/rereferenced_trials\cellula_MI_data_271.csv,left
272,../data/processed/rereferenced_trials\cellula_MI_data_272.csv,right
273,../data/processed/rereferenced_trials\cellula_MI_data_273.csv,right
274,../data/processed/rereferenced_trials\cellula_MI_data_274.csv,right
275,../data/processed/rereferenced_trials\cellula_MI_data_275.csv,left
276,../data/processed/rereferenced_trials\cellula_MI_data_276.csv,right
277,../data/processed/rereferenced_trials\cellula_MI_data_277.csv,left
278,../data/processed/rereferenced_trials\cellula_MI_data_278.csv,left
279,../data/processed/rereferenced_trials\cellula_MI_data_279.csv,left
280,../data/processed/rereferenced_trials\cellula_MI_data_280.csv,left
281,../data/processed/rereferenced_trials\cellula_MI_data_281.csv,left
282,../data/processed/rereferenced_trials\cellula_MI_data_282.csv,right
283,../data/processed/rereferenced_trials\cellula_MI_data_283.csv,right
284,../data/processed/rereferenced_trials\cellula_MI_data_284.csv,right
285,../data/processed/rereferenced_trials\cellula_MI_data_285.csv,right
286,../data/processed/rereferenced_trials\cellula_MI_data_286.csv,right
287,../data/processed/rereferenced_trials\cellula_MI_data_287.csv,right
288,../data/processed/rereferenced_trials\cellula_MI_data_288.csv,right
289,../data/processed/rereferenced_trials\cellula_MI_data_289.csv,left
290,../data/processed/rereferenced_trials\cellula_MI_data_290.csv,left
291,../data/processed/rereferenced_trials\cellula_MI_data_291.csv,right
292,../data/processed/rereferenced_trials\cellula_MI_data_292.csv,left
293,../data/processed/rereferenced_trials\cellula_MI_data_293.csv,left
294,../data/processed/rereferenced_trials\cellula_MI_data_294.csv,right
295,../data/processed/rereferenced_trials\cellula_MI_data_295.csv,right
296,../data/processed/rereferenced_trials\cellula_MI_data_296.csv,left
297,../data/processed/rereferenced_trials\cellula_MI_data_297.csv,left
298,../data/processed/rereferenced_trials\cellula_MI_data_298.csv,left
299,../data/processed/rereferenced_trials\cellula_MI_data_299.csv,right
300,../data/processed/rereferenced_trials\cellula_MI_data_300.csv,right
301,../data/processed/rereferenced_trials\cellula_MI_data_301.csv,right
302,../data/processed/rereferenced_trials\cellula_MI_data_302.csv,right
303,../data/processed/rereferenced_trials\cellula_MI_data_303.csv,right
304,../data/processed/rereferenced_trials\cellula_MI_data_304.csv,left
305,../data/processed/rereferenced_trials\cellula_MI_data_305.csv,right
306,../data/processed/rereferenced_trials\cellula_MI_data_306.csv,left
307,../data/processed/rereferenced_trials\cellula_MI_data_307.csv,right
308,../data/processed/rereferenced_trials\cellula_MI_data_308.csv,right
309,../data/processed/rereferenced_trials\cellula_MI_data_309.csv,right
310,../data/processed/rereferenced_trials\cellula_MI_data_310.csv,left
311,../data/processed/rereferenced_trials\cellula_MI_data_311.csv,right
312,../data/processed/rereferenced_trials\cellula_MI_data_312.csv,left
313,../data/processed/rereferenced_trials\cellula_MI_data_313.csv,right
314,../data/processed/rereferenced_trials\cellula_MI_data_314.csv,left
315,../data/processed/rereferenced_trials\cellula_MI_data_315.csv,left
316,../data/processed/rereferenced_trials\cellula_MI_data_316.csv,left
317,../data/processed/rereferenced_trials\cellula_MI_data_317.csv,left
318,../data/processed/rereferenced_trials\cellula_MI_data_318.csv,left
319,../data/processed/rereferenced_trials\cellula_MI_data_319.csv,right
320,../data/processed/rereferenced_trials\cellula_MI_data_320.csv,left
321,../data/processed/rereferenced_trials\cellula_MI_data_321.csv,right
322,../data/processed/rereferenced_trials\cellula_MI_data_322.csv,left
323,../data/processed/rereferenced_trials\cellula_MI_data_323.csv,right
324,../data/processed/rereferenced_trials\cellula_MI_data_324.csv,left
325,../data/processed/rereferenced_trials\cellula_MI_data_325.csv,right
326,../data/processed/rereferenced_trials\cellula_MI_data_326.csv,right
327,../data/processed/rereferenced_trials\cellula_MI_data_327.csv,left
328,../data/processed/rereferenced_trials\cellula_MI_data_328.csv,right
329,../data/processed/rereferenced_trials\cellula_MI_data_329.csv,right
330,../data/processed/rereferenced_trials\cellula_MI_data_330.csv,left
331,../data/processed/rereferenced_trials\cellula_MI_data_331.csv,right
332,../data/processed/rereferenced_trials\cellula_MI_data_332.csv,left
333,../data/processed/rereferenced_trials\cellula_MI_data_333.csv,right
334,../data/processed/rereferenced_trials\cellula_MI_data_334.csv,left
335,../data/processed/rereferenced_trials\cellula_MI_data_335.csv,left
336,../data/processed/rereferenced_trials\cellula_MI_data_336.csv,left
337,../data/processed/rereferenced_trials\cellula_MI_data_337.csv,left
338,../data/processed/rereferenced_trials\cellula_MI_data_338.csv,left
339,../data/processed/rereferenced_trials\cellula_MI_data_339.csv,left
340,../data/processed/rereferenced_trials\cellula_MI_data_340.csv,left
341,../data/processed/rereferenced_trials\cellula_MI_data_341.csv,right
342,../data/processed/rereferenced_trials\cellula_MI_data_342.csv,left
343,../data/processed/rereferenced_trials\cellula_MI_data_343.csv,left
344,../data/processed/rereferenced_trials\cellula_MI_data_344.csv,left
345,../data/processed/rereferenced_trials\cellula_MI_data_345.csv,right
346,../data/processed/rereferenced_trials\cellula_MI_data_346.csv,right
347,../data/processed/rereferenced_trials\cellula_MI_data_347.csv,left
348,../data/processed/rereferenced_trials\cellula_MI_data_348.csv,right
349,../data/processed/rereferenced_trials\cellula_MI_data_349.csv,right
350,../data/processed/rereferenced_trials\cellula_MI_data_350.csv,left
351,../data/processed/rereferenced_trials\cellula_MI_data_351.csv,right
352,../data/processed/rereferenced_trials\cellula_MI_data_352.csv,right
353,../data/processed/rereferenced_trials\cellula_MI_data_353.csv,right
354,../data/processed/rereferenced_trials\cellula_MI_data_354.csv,right
355,../data/processed/rereferenced_trials\cellula_MI_data_355.csv,right
356,../data/processed/rereferenced_trials\cellula_MI_data_356.csv,left
357,../data/processed/rereferenced_trials\cellula_MI_data_357.csv,left
358,../data/processed/rereferenced_trials\cellula_MI_data_358.csv,right
359,../data/processed/rereferenced_trials\cellula_MI_data_359.csv,left
360,../data/processed/rereferenced_trials\cellula_MI_data_360.csv,left
361,../data/processed/rereferenced_trials\cellula_MI_data_361.csv,left
362,../data/processed/rereferenced_trials\cellula_MI_data_362.csv,left
363,../data/processed/rereferenced_trials\cellula_MI_data_363.csv,left
364,../data/processed/rereferenced_trials\cellula_MI_data_364.csv,right
365,../data/processed/rereferenced_trials\cellula_MI_data_365.csv,left
366,../data/processed/rereferenced_trials\cellula_MI_data_366.csv,left
367,../data/processed/rereferenced_trials\cellula_MI_data_367.csv,right
368,../data/processed/rereferenced_trials\cellula_MI_data_368.csv,right
369,../data/processed/rereferenced_trials\cellula_MI_data_369.csv,right
370,../data/processed/rereferenced_trials\cellula_MI_data_370.csv,right
371,../data/processed/rereferenced_trials\cellula_MI_data_371.csv,left
372,../data/processed/rereferenced_trials\cellula_MI_data_372.csv,right
373,../data/processed/rereferenced_trials\cellula_MI_data_373.csv,right
374,../data/processed/rereferenced_trials\cellula_MI_data_374.csv,left
375,../data/processed/rereferenced_trials\cellula_MI_data_375.csv,left
376,../data/processed/rereferenced_trials\cellula_MI_data_376.csv,left
377,../data/processed/rereferenced_trials\cellula_MI_data_377.csv,left
378,../data/processed/rereferenced_trials\cellula_MI_data_378.csv,left
379,../data/processed/rereferenced_trials\cellula_MI_data_379.csv,left
380,../data/processed/rereferenced_trials\cellula_MI_data_380.csv,right
381,../data/processed/rereferenced_trials\cellula_MI_data_381.csv,left
382,../data/processed/rereferenced_trials\cellula_MI_data_382.csv,left
383,../data/processed/rereferenced_trials\cellula_MI_data_383.csv,left
384,../data/processed/rereferenced_trials\cellula_MI_data_384.csv,right
385,../data/processed/rereferenced_trials\cellula_MI_data_385.csv,left
386,../data/processed/rereferenced_trials\cellula_MI_data_386.csv,left
387,../data/processed/rereferenced_trials\cellula_MI_data_387.csv,left
388,../data/processed/rereferenced_trials\cellula_MI_data_388.csv,right
389,../data/processed/rereferenced_trials\cellula_MI_data_389.csv,right
390,../data/processed/rereferenced_trials\cellula_MI_data_390.csv,right
391,../data/processed/rereferenced_trials\cellula_MI_data_391.csv,right
392,../data/processed/rereferenced_trials\cellula_MI_data_392.csv,right
393,../data/processed/rereferenced_trials\cellula_MI_data_393.csv,left
394,../data/processed/rereferenced_trials\cellula_MI_data_394.csv,left
395,../data/processed/rereferenced_trials\cellula_MI_data_395.csv,left
396,../data/processed/rereferenced_trials\cellula_MI_data_396.csv,left
397,../data/processed/rereferenced_trials\cellula_MI_data_397.csv,left
398,../data/processed/rereferenced_trials\cellula_MI_data_398.csv,right
399,../data/processed/rereferenced_trials\cellula_MI_data_399.csv,right
400,../data/processed/rereferenced_trials\cellula_MI_data_400.csv,right
401,../data/processed/rereferenced_trials\cellula_MI_data_401.csv,left
402,../data/processed/rereferenced_trials\cellula_MI_data_402.csv,right
403,../data/processed/rereferenced_trials\cellula_MI_data_403.csv,right
404,../data/processed/rereferenced_trials\cellula_MI_data_404.csv,left
405,../data/processed/rereferenced_trials\cellula_MI_data_405.csv,left
406,../data/processed/rereferenced_trials\cellula_MI_data_406.csv,left
407,../data/processed/rereferenced_trials\cellula_MI_data_407.csv,right
408,../data/processed/rereferenced_trials\cellula_MI_data_408.csv,right
409,../data/processed/rereferenced_trials\cellula_MI_data_409.csv,left
410,../data/processed/rereferenced_trials\cellula_MI_data_410.csv,left
411,../data/processed/rereferenced_trials\cellula_MI_data_411.csv,left
412,../data/processed/rereferenced_trials\cellula_MI_data_412.csv,left
413,../data/processed/rereferenced_trials\cellula_MI_data_413.csv,right
414,../data/processed/rereferenced_trials\cellula_MI_data_414.csv,left
415,../data/processed/rereferenced_trials\cellula_MI_data_415.csv,left
416,../data/processed/rereferenced_trials\cellula_MI_data_416.csv,right
417,../data/processed/rereferenced_trials\cellula_MI_data_417.csv,left
418,../data/processed/rereferenced_trials\cellula_MI_data_418.csv,left
419,../data/processed/rereferenced_trials\cellula_MI_data_419.csv,left
420,../data/processed/rereferenced_trials\cellula_MI_data_420.csv,right
421,../data/processed/rereferenced_trials\cellula_MI_data_421.csv,right
422,../data/processed/rereferenced_trials\cellula_MI_data_422.csv,left
423,../data/processed/rereferenced_trials\cellula_MI_data_423.csv,left
